Vuosi,Kk,Pv,Klo,Aikavyöhyke,Ilmanpaine (msl) (hPa),Sademäärä (mm),Suhteellinen kosteus (%),Ilman lämpötila (degC),Tuulen nopeus (m/s)
2018,7,6,19:00,UTC,1006,0,65,19.5,2.7
2018,7,6,20:00,UTC,1006.2,0,76,17.2,3.8
2018,7,6,21:00,UTC,1006.4,0,80,16.6,3.4
2018,7,6,22:00,UTC,1006.7,0,84,16,3.5
2018,7,6,23:00,UTC,1006.8,0,83,16,3.5
2018,7,7,00:00,UTC,1006.7,0,87,15.2,3.8
2018,7,7,01:00,UTC,1007,0,88,15,3.5
2018,7,7,02:00,UTC,1006.9,0,87,15.5,4.1
2018,7,7,03:00,UTC,1007,0,86,15.9,3.7
2018,7,7,04:00,UTC,1006.9,0,80,17.8,4.2
2018,7,7,05:00,UTC,1006.9,0,72,20.1,4.2
2018,7,7,06:00,UTC,1006.9,0,67,21.5,4.8
2018,7,7,07:00,UTC,1007.1,0,64,22.6,5.1
2018,7,7,08:00,UTC,1007.4,0,56,23.6,5.6
2018,7,7,09:00,UTC,1007.6,0,55,23.7,5.1
2018,7,7,10:00,UTC,1007.7,0,51,24.2,4.7
2018,7,7,11:00,UTC,1007.9,0,49,24.9,5.2
2018,7,7,12:00,UTC,1008.1,0,47,24.9,6.2
2018,7,7,13:00,UTC,1008.3,0,44,25.4,6.5
2018,7,7,14:00,UTC,1008.3,0,41,25.8,5.3
2018,7,7,15:00,UTC,1008.6,0,46,25.3,5.9
2018,7,7,16:00,UTC,1008.8,0,48,24.1,5.8
2018,7,7,17:00,UTC,1009.5,0,50,22.9,6.2
2018,7,7,18:00,UTC,1009.7,0,50,22.1,3.5
2018,7,7,19:00,UTC,1010.1,0,57,20.2,4.1
2018,7,7,20:00,UTC,1010.4,0,58,19.2,4.2
2018,7,7,21:00,UTC,1010.6,0,64,17.8,3.9
2018,7,7,22:00,UTC,1010.7,0,68,17.3,4.2
2018,7,7,23:00,UTC,1010.8,0,71,16.3,4.3
2018,7,8,00:00,UTC,1010.7,0,76,15.3,4.4
2018,7,8,01:00,UTC,1010.7,0,79,15.1,4.1
2018,7,8,02:00,UTC,1010.6,0,83,14.5,4.2
2018,7,8,03:00,UTC,1010.6,0,83,14.7,3.9
2018,7,8,04:00,UTC,1010.7,0,81,15.6,3.7
2018,7,8,05:00,UTC,1010.8,0,73,18.4,3.1
2018,7,8,06:00,UTC,1010.9,0,69,19.3,4.3
2018,7,8,07:00,UTC,1010.8,0,62,21.4,3.5
2018,7,8,08:00,UTC,1010.8,0,58,22.1,5.8
2018,7,8,09:00,UTC,1011,0,58,21.8,5.7
2018,7,8,10:00,UTC,1011.1,0,56,22.2,5.7
2018,7,8,11:00,UTC,1011.7,0,61,20.9,5.6
2018,7,8,12:00,UTC,1011.9,0,62,20.1,5.5
2018,7,8,13:00,UTC,1012.3,0,62,19.5,5.8
2018,7,8,14:00,UTC,1012.4,0,64,19.6,2.6
2018,7,8,15:00,UTC,1012.4,0,66,19.4,2.7
2018,7,8,16:00,UTC,1012.6,0,64,19.4,3.8
2018,7,8,17:00,UTC,1012.4,0,62,19.7,4.1
2018,7,8,18:00,UTC,1012.5,0,64,19.6,2.7
2018,7,8,19:00,UTC,1012.8,0,68,18.9,1.6
2018,7,8,20:00,UTC,1012.9,0,70,18.6,1.5
2018,7,8,21:00,UTC,1012.9,0,75,17.5,1.2
2018,7,8,22:00,UTC,1012.8,0,77,17.1,1.4
2018,7,8,23:00,UTC,1012.6,0,82,16.1,2
2018,7,9,00:00,UTC,1012.6,0,85,15.4,2.1
2018,7,9,01:00,UTC,1012.6,0,93,14.1,1.9
2018,7,9,02:00,UTC,1012.4,0,93,14.1,2.7
2018,7,9,03:00,UTC,1012.5,0,92,14.2,2.5
2018,7,9,04:00,UTC,1012.5,0,79,17.4,2.1
2018,7,9,05:00,UTC,1012.7,0,70,19.2,3.4
2018,7,9,06:00,UTC,1013,0,70,19.3,2.9
2018,7,9,07:00,UTC,1013.4,0,70,18.9,3.9
2018,7,9,08:00,UTC,1013.6,0,65,19.6,3.2
2018,7,9,09:00,UTC,1013.8,0,63,20.3,3.6
2018,7,9,10:00,UTC,1014.2,0,60,20.1,3.5
2018,7,9,11:00,UTC,1014.7,0,63,19.6,3.1
2018,7,9,12:00,UTC,1015.1,0,62,19.8,3.9
2018,7,9,13:00,UTC,1015.3,0,60,20.2,3
2018,7,9,14:00,UTC,1015.5,0,63,20.3,2.3
2018,7,9,15:00,UTC,1015.8,0,58,20.7,2.1
2018,7,9,16:00,UTC,1016.1,0,61,19.6,2.7
2018,7,9,17:00,UTC,1016.5,0,64,18.9,1.8
2018,7,9,18:00,UTC,1017,0,66,18.5,0.9
2018,7,9,19:00,UTC,1017.4,0,67,18.2,0.7
2018,7,9,20:00,UTC,1017.7,0,74,17.2,1.8
2018,7,9,21:00,UTC,1018,0,76,16.5,1.6
2018,7,9,22:00,UTC,1018.2,0,71,17.2,1.9
2018,7,9,23:00,UTC,1018.3,0,74,16.9,1.7
2018,7,10,00:00,UTC,1018.7,0,78,15.9,2
2018,7,10,01:00,UTC,1018.8,0,83,15.4,2.4
2018,7,10,02:00,UTC,1019,0,87,14.9,2.3
2018,7,10,03:00,UTC,1019.1,0,89,14.7,2.3
2018,7,10,04:00,UTC,1019.4,0,78,16.8,3.4
2018,7,10,05:00,UTC,1019.6,0,72,18.3,2.7
2018,7,10,06:00,UTC,1019.9,0,67,19,3.1
2018,7,10,07:00,UTC,1020.2,0,74,18.4,5
2018,7,10,08:00,UTC,1020.5,0,69,18.3,4.2
2018,7,10,09:00,UTC,1020.8,0,72,18.2,3.8
2018,7,10,10:00,UTC,1020.9,0,66,18.7,3.2
2018,7,10,11:00,UTC,1021.1,0,65,19,2
2018,7,10,12:00,UTC,1021.2,0,69,17.7,1.3
2018,7,10,13:00,UTC,1021.5,0,71,18.2,1.3
2018,7,10,14:00,UTC,1021.3,0,69,18.6,3.1
2018,7,10,15:00,UTC,1021.2,0,66,18,3.3
2018,7,10,16:00,UTC,1021.1,0,63,18,1.8
2018,7,10,17:00,UTC,1020.9,0,55,18.6,1.9
2018,7,10,18:00,UTC,1021.1,0,65,17.6,2
2018,7,10,19:00,UTC,1021.2,0,80,16.6,1.9
2018,7,10,20:00,UTC,1021.4,0,78,16.2,1.3
2018,7,10,21:00,UTC,1021.5,0,81,15.9,0.5
2018,7,10,22:00,UTC,1021.6,0,84,15.7,0.5
2018,7,10,23:00,UTC,1021.4,0,82,15.8,1.4
2018,7,11,00:00,UTC,1021.2,0.3,94,14.1,1.3
2018,7,11,01:00,UTC,1021.1,0,91,14.3,2.2
2018,7,11,02:00,UTC,1021.2,0,91,14.3,1.2
2018,7,11,03:00,UTC,1021.1,0,90,14.6,2
2018,7,11,04:00,UTC,1021,0,84,15.5,2.3
2018,7,11,05:00,UTC,1021.1,0,81,16.1,2.4
2018,7,11,06:00,UTC,1021.2,0,77,17,1.6
2018,7,11,07:00,UTC,1021,0,74,18.2,1.8
2018,7,11,08:00,UTC,1020.9,0,70,19.1,1.9
2018,7,11,09:00,UTC,1020.7,0,65,21,2.8
2018,7,11,10:00,UTC,1020.5,0,60,21.9,2.3
2018,7,11,11:00,UTC,1020.3,0,60,21.9,3.1
2018,7,11,12:00,UTC,1020.1,0,59,21.6,3
2018,7,11,13:00,UTC,1019.9,0,56,22.1,3
2018,7,11,14:00,UTC,1019.6,0,55,22.2,2.7
2018,7,11,15:00,UTC,1019.4,0,55,22.1,4.3
2018,7,11,16:00,UTC,1019.3,0,59,21.4,2.4
2018,7,11,17:00,UTC,1019,0,61,20.9,3.1
2018,7,11,18:00,UTC,1019.1,0,64,20,2.4
2018,7,11,19:00,UTC,1019.2,0,66,19.7,1.7
2018,7,11,20:00,UTC,1019.3,0,74,18.5,2.2
2018,7,11,21:00,UTC,1019.4,0,79,17.9,1.6
2018,7,11,22:00,UTC,1019.4,0,83,17.1,1.9
2018,7,11,23:00,UTC,1019.3,0,87,17.2,1.6
2018,7,12,00:00,UTC,1019.1,0,87,17.6,0.7
2018,7,12,01:00,UTC,1019,0,87,17.6,1.7
2018,7,12,02:00,UTC,1018.9,0,87,17.4,3.1
2018,7,12,03:00,UTC,1019,0,87,17.8,1.8
2018,7,12,04:00,UTC,1019,0,89,18.2,1.9
2018,7,12,05:00,UTC,1018.8,0,75,19,0.6
2018,7,12,06:00,UTC,1018.8,0,74,19.2,1.1
2018,7,12,07:00,UTC,1018.5,0,67,21.6,1.5
2018,7,12,08:00,UTC,1018.4,0,59,22.1,2
2018,7,12,09:00,UTC,1018.3,0,59,23,3
2018,7,12,10:00,UTC,1018.1,0,59,22.8,1.9
2018,7,12,11:00,UTC,1017.9,0,58,23.1,3.3
2018,7,12,12:00,UTC,1017.5,0,53,24.2,2.8
2018,7,12,13:00,UTC,1016.9,0,45,25,4.6
2018,7,12,14:00,UTC,1016.6,0,44,24.9,3.9
2018,7,12,15:00,UTC,1016.2,0,40,24.9,3.1
2018,7,12,16:00,UTC,1016,0,50,23.6,3.6
2018,7,12,17:00,UTC,1016.1,0,62,22,3.3
2018,7,12,18:00,UTC,1016,0,58,21.6,3.4
2018,7,12,19:00,UTC,1016.1,0,60,20.7,2.1
2018,7,12,20:00,UTC,1015.9,0,67,19.1,0.7
2018,7,12,21:00,UTC,1015.7,0,72,17.6,1.7
2018,7,12,22:00,UTC,1015.5,0,74,17.4,2.4
2018,7,12,23:00,UTC,1015.4,0,73,17.6,3.3
2018,7,13,00:00,UTC,1015.2,0,76,16.8,3.2
2018,7,13,01:00,UTC,1015.2,0,73,17.1,3.7
2018,7,13,02:00,UTC,1014.9,0,74,16.7,3.1
2018,7,13,03:00,UTC,1014.9,0,69,18.2,2.5
2018,7,13,04:00,UTC,1014.7,0,67,19.4,2.2
2018,7,13,05:00,UTC,1014.6,0,64,21,2
2018,7,13,06:00,UTC,1014.7,0,66,21.4,3
2018,7,13,07:00,UTC,1014.4,0,59,23.4,2.7
2018,7,13,08:00,UTC,1014.3,0,60,24.3,3.8
2018,7,13,09:00,UTC,1014.4,0,53,25.1,4.2
2018,7,13,10:00,UTC,1014.2,0,41,25.9,3.9
2018,7,13,11:00,UTC,1014,0,37,26.4,3.9
2018,7,13,12:00,UTC,1013.6,0,34,26.5,4.2
2018,7,13,13:00,UTC,1013.2,0,39,25.1,3.9
2018,7,13,14:00,UTC,1012.8,0,38,25.7,2.4
2018,7,13,15:00,UTC,1012.8,0,39,25.5,2.2
2018,7,13,16:00,UTC,1012.5,0,37,25.6,1.9
2018,7,13,17:00,UTC,1012.5,0,40,24.4,0.9
2018,7,13,18:00,UTC,1012.5,0,44,22.6,0.7
2018,7,13,19:00,UTC,1012.7,0,49,21.5,0.7
2018,7,13,20:00,UTC,1012.8,0,54,20.5,1.8
2018,7,13,21:00,UTC,1012.7,0,57,19.7,1.3
2018,7,13,22:00,UTC,1012.6,0,58,18.8,1.9
2018,7,13,23:00,UTC,1012.4,0,69,17.8,2.5
2018,7,14,00:00,UTC,1012.3,0,79,17,2.1
2018,7,14,01:00,UTC,1012.2,0,84,16.7,0.9
2018,7,14,02:00,UTC,1012.2,0,84,16.9,1.5
2018,7,14,03:00,UTC,1012.2,0,85,17.2,0.7
2018,7,14,04:00,UTC,1012,0,82,18.6,2.3
2018,7,14,05:00,UTC,1012,0,69,21.8,0.7
2018,7,14,06:00,UTC,1012.1,0,61,23.4,1.6
2018,7,14,07:00,UTC,1011.9,0,53,25.5,1.5
2018,7,14,08:00,UTC,1011.9,0,47,26.5,1.2
2018,7,14,09:00,UTC,1012,0,45,27.3,3.3
2018,7,14,10:00,UTC,1011.9,0,41,27.5,4.1
2018,7,14,11:00,UTC,1011.6,0,40,27.5,4.2
2018,7,14,12:00,UTC,1011.3,0,42,27.8,4.5
2018,7,14,13:00,UTC,1011.1,0,51,26.8,4.1
2018,7,14,14:00,UTC,1011,0,51,25.3,2.9
2018,7,14,15:00,UTC,1011.1,0,53,24.7,1
2018,7,14,16:00,UTC,1010.8,0,41,27.2,2
2018,7,14,17:00,UTC,1010.7,0,42,25.9,2.2
2018,7,14,18:00,UTC,1010.9,0,49,24.8,1.8
2018,7,14,19:00,UTC,1011.1,0,57,23.1,2.1
2018,7,14,20:00,UTC,1011.2,0,65,21.9,1.1
2018,7,14,21:00,UTC,1011.4,0,75,20.6,1.4
2018,7,14,22:00,UTC,1011.3,0,75,19.7,2.8
2018,7,14,23:00,UTC,1011.4,0,74,19.2,1.5
2018,7,15,00:00,UTC,1011.4,0,70,19.1,3
2018,7,15,01:00,UTC,1011.5,0,68,18.9,3
2018,7,15,02:00,UTC,1011.8,0,70,18.6,2.9
2018,7,15,03:00,UTC,1011.7,0,63,20.5,3.5
2018,7,15,04:00,UTC,1012.1,0,59,21.7,2
2018,7,15,05:00,UTC,1012.1,0,57,23,1.9
2018,7,15,06:00,UTC,1012.3,0,52,25.1,1.6
2018,7,15,07:00,UTC,1012.6,0,47,26.3,2.7
2018,7,15,08:00,UTC,1012.7,0,36,27.5,3.3
2018,7,15,09:00,UTC,1012.7,0,37,28,2.6
2018,7,15,10:00,UTC,1012.8,0,35,28.1,2.3
2018,7,15,11:00,UTC,1012.6,0,33,28,2.6
2018,7,15,12:00,UTC,1012.3,0,37,29.2,2.3
2018,7,15,13:00,UTC,1012.2,0,38,30.8,2.8
2018,7,15,14:00,UTC,1012.1,0,36,29.5,4.9
2018,7,15,15:00,UTC,1012.1,0,37,29,4.9
2018,7,15,16:00,UTC,1012.2,0,41,28.6,3.9
2018,7,15,17:00,UTC,1012.4,0,43,27.4,3.4
2018,7,15,18:00,UTC,1012.8,0,44,26.5,1.4
2018,7,15,19:00,UTC,1013.2,0,46,25,1.4
2018,7,15,20:00,UTC,1013.5,0,66,23.7,1.7
2018,7,15,21:00,UTC,1013.8,0,64,22.7,2.7
2018,7,15,22:00,UTC,1014,0,60,22.6,3.7
2018,7,15,23:00,UTC,1014.2,0,60,22.6,3.9
2018,7,16,00:00,UTC,1014.4,0,68,20.8,2.5
2018,7,16,01:00,UTC,1014.6,0,70,20,2.8
2018,7,16,02:00,UTC,1014.9,0,73,19.4,2.4
2018,7,16,03:00,UTC,1015.2,0,66,20.8,3.2
2018,7,16,04:00,UTC,1015.4,0,61,22.5,2.2
2018,7,16,05:00,UTC,1015.3,0,54,24.2,2
2018,7,16,06:00,UTC,1015.5,0,50,26.1,2.2
2018,7,16,07:00,UTC,1015.4,0,43,28,1.4
2018,7,16,08:00,UTC,1015.4,0,42,28.6,3.5
2018,7,16,09:00,UTC,1015.5,0,35,29,4.4
2018,7,16,10:00,UTC,1015.8,0,32,28.9,5.1
2018,7,16,11:00,UTC,1015.7,0,32,28.9,5.4
2018,7,16,12:00,UTC,1015.4,0,35,29.2,4.3
2018,7,16,13:00,UTC,1015.3,0,35,29.3,3.9
2018,7,16,14:00,UTC,1015.1,0,35,29.4,3.8
2018,7,16,15:00,UTC,1014.9,0,34,29,3.8
2018,7,16,16:00,UTC,1014.8,0,35,28.9,3.4
2018,7,16,17:00,UTC,1014.7,0,40,27.9,2.5
2018,7,16,18:00,UTC,1015.1,0,42,27.2,2.1
2018,7,16,19:00,UTC,1015.3,0,42,26.6,1.2
2018,7,16,20:00,UTC,1015.5,0,52,23.8,0.6
2018,7,16,21:00,UTC,1015.5,0,56,22.3,2.7
2018,7,16,22:00,UTC,1015.5,0,55,23.1,3.6
2018,7,16,23:00,UTC,1015.6,0,55,23,4.6
2018,7,17,00:00,UTC,1015.6,0,59,22,4
2018,7,17,01:00,UTC,1015.7,0,59,21.3,3.7
2018,7,17,02:00,UTC,1016,0,62,20.3,3.1
2018,7,17,03:00,UTC,1016,0,60,20.7,2.8
2018,7,17,04:00,UTC,1016,0,52,23,2.2
2018,7,17,05:00,UTC,1016,0,48,24.7,2.8
2018,7,17,06:00,UTC,1016.1,0,45,26.8,2.3
2018,7,17,07:00,UTC,1016.1,0,36,28.2,3.2
2018,7,17,08:00,UTC,1015.8,0,30,30.1,3.2
2018,7,17,09:00,UTC,1015.8,0,33,30.4,4.8
2018,7,17,10:00,UTC,1015.8,0,35,29.8,6.2
2018,7,17,11:00,UTC,1015.8,0,36,30.1,5.5
2018,7,17,12:00,UTC,1015.7,0,36,29.6,7.5
2018,7,17,13:00,UTC,1015.4,0,36,30.2,4.3
2018,7,17,14:00,UTC,1015.2,0,33,30,5.9
2018,7,17,15:00,UTC,1014.9,0,34,30,6.1
2018,7,17,16:00,UTC,1014.7,0,36,29.6,4
2018,7,17,17:00,UTC,1014.4,0,39,29,2.7
2018,7,17,18:00,UTC,1014.2,0,37,28.7,4
2018,7,17,19:00,UTC,1014.5,0,39,27.6,4.1
2018,7,17,20:00,UTC,1015.1,0,41,26.5,3.5
2018,7,17,21:00,UTC,1015.2,0,46,25.5,3.7
2018,7,17,22:00,UTC,1015.2,0,56,22.9,2.9
2018,7,17,23:00,UTC,1015.3,0,62,21.3,2.5
2018,7,18,00:00,UTC,1015.1,0,61,21.3,2.9
2018,7,18,01:00,UTC,1014.9,0,64,20.4,2.8
2018,7,18,02:00,UTC,1015,0,65,20.4,2.1
2018,7,18,03:00,UTC,1015,0,59,21.9,2.9
2018,7,18,04:00,UTC,1015.1,0,52,24.1,2.9
2018,7,18,05:00,UTC,1015.3,0,50,24.8,4.2
2018,7,18,06:00,UTC,1015.2,0,46,26.2,5.1
2018,7,18,07:00,UTC,1015.2,0,41,27.3,5.4
2018,7,18,08:00,UTC,1015.1,0,44,27.9,5
2018,7,18,09:00,UTC,1015,0,39,27.8,7.5
2018,7,18,10:00,UTC,1014.7,0,41,27.5,6.8
2018,7,18,11:00,UTC,1014.4,0,39,28.3,6.2
2018,7,18,12:00,UTC,1014,0,40,27.8,6.7
2018,7,18,13:00,UTC,1013.7,0,42,27.6,6.7
2018,7,18,14:00,UTC,1013.4,0,42,27.2,5.7
2018,7,18,15:00,UTC,1013.5,0,43,27.1,6.5
2018,7,18,16:00,UTC,1013.4,0,46,26.7,5.6
2018,7,18,17:00,UTC,1013.4,0,51,25.8,5.7
2018,7,18,18:00,UTC,1013.5,0,57,25.2,4.4
2018,7,18,19:00,UTC,1013.5,0,56,24.9,3.2
2018,7,18,20:00,UTC,1013.6,0,57,24.2,4
2018,7,18,21:00,UTC,1013.7,0,59,23.4,3.8
2018,7,18,22:00,UTC,1013.8,0,61,22.8,3.2
2018,7,18,23:00,UTC,1013.8,0,70,20.3,3.2
2018,7,19,00:00,UTC,1013.9,0,68,19.9,3.4
2018,7,19,01:00,UTC,1013.7,0,71,18.2,2.7
2018,7,19,02:00,UTC,1013.5,0,69,17.9,2.6
2018,7,19,03:00,UTC,1013.2,0,63,18.8,2.7
2018,7,19,04:00,UTC,1013.3,0,57,20.4,2.7
2018,7,19,05:00,UTC,1013.2,0,50,22.7,2.7
2018,7,19,06:00,UTC,1013.1,0,47,24.1,2.9
2018,7,19,07:00,UTC,1012.9,0,44,25.2,3.3
2018,7,19,08:00,UTC,1012.8,0,44,26.6,4.3
2018,7,19,09:00,UTC,1012.8,0,46,26.7,3
2018,7,19,10:00,UTC,1012.7,0,46,27.3,4.4
2018,7,19,11:00,UTC,1012.7,0,42,28.3,6.6
2018,7,19,12:00,UTC,1012.5,0,46,27.9,6.6
2018,7,19,13:00,UTC,1012.5,0,46,27.2,6.3
2018,7,19,14:00,UTC,1012.3,0,47,27.5,4.8
2018,7,19,15:00,UTC,1012.1,0,48,26.7,4.5
2018,7,19,16:00,UTC,1011.8,0,51,26.3,4.2
2018,7,19,17:00,UTC,1011.9,0,51,25.7,3.8
2018,7,19,18:00,UTC,1012.1,0,50,25.6,4.7
2018,7,19,19:00,UTC,1012.2,0,55,24.9,2.4
2018,7,19,20:00,UTC,1012.2,0,56,24.5,3.2
2018,7,19,21:00,UTC,1012.1,0,57,24.1,3.5
2018,7,19,22:00,UTC,1012,0,60,23.2,2.8
2018,7,19,23:00,UTC,1011.9,0,62,22.4,3.5
2018,7,20,00:00,UTC,1011.7,0,64,21.8,2.7
2018,7,20,01:00,UTC,1011.5,0,62,21.8,4.1
2018,7,20,02:00,UTC,1011.3,0,66,21.3,3.6
2018,7,20,03:00,UTC,1011.1,0,74,20.7,4.1
2018,7,20,04:00,UTC,1011,1.7,91,18.9,4.3
2018,7,20,05:00,UTC,1010.9,1.6,95,18.3,3.1
2018,7,20,06:00,UTC,1010.6,0.5,93,19,2
2018,7,20,07:00,UTC,1010.6,0,93,19.2,3.2
2018,7,20,08:00,UTC,1010.1,1,93,19.3,2.4
2018,7,20,09:00,UTC,1010,1,91,19.7,2.4
2018,7,20,10:00,UTC,1009.7,0.3,90,20.6,2.5
2018,7,20,11:00,UTC,1009.6,0.2,88,21,2.4
2018,7,20,12:00,UTC,1009.2,0,84,22.3,2.5
2018,7,20,13:00,UTC,1008.9,0,72,24.2,1.3
2018,7,20,14:00,UTC,1008.1,0,64,25.6,2
2018,7,20,15:00,UTC,1008,0,66,23.7,3
2018,7,20,16:00,UTC,1007.9,0,70,23.9,3
2018,7,20,17:00,UTC,1007.8,0,67,21.8,3.3
2018,7,20,18:00,UTC,1007.9,0,75,21,2.5
2018,7,20,19:00,UTC,1007.7,0,79,20.8,2.4
2018,7,20,20:00,UTC,1007.4,0,81,20.5,1.8
2018,7,20,21:00,UTC,1007.2,0,84,20.2,2.4
2018,7,20,22:00,UTC,1006.8,0,83,20.4,2.6
2018,7,20,23:00,UTC,1006.5,0,88,20.1,2.1
2018,7,21,00:00,UTC,1006.6,0,87,20.3,2.5
2018,7,21,01:00,UTC,1006.1,0,91,19.8,2.6
2018,7,21,02:00,UTC,1006,0,94,19.5,2.3
2018,7,21,03:00,UTC,1005.9,0,94,19.4,1.6
2018,7,21,04:00,UTC,1005.7,0,92,20,2
2018,7,21,05:00,UTC,1005.5,0,90,20.5,2.3
2018,7,21,06:00,UTC,1005.4,0.6,93,20.6,0.9
2018,7,21,07:00,UTC,1005.2,6.7,92,21.4,2.1
2018,7,21,08:00,UTC,1005.1,0,85,23.1,2
2018,7,21,09:00,UTC,1005.2,0,82,22.9,4.1
2018,7,21,10:00,UTC,1005,0,79,24.7,3.7
2018,7,21,11:00,UTC,1004.9,0,72,24.8,3.8
2018,7,21,12:00,UTC,1004.8,0,73,25,3.4
2018,7,21,13:00,UTC,1004.9,0,66,25.3,4
2018,7,21,14:00,UTC,1004.6,0,73,24.7,4.3
2018,7,21,15:00,UTC,1004.4,0,67,25.4,4.6
2018,7,21,16:00,UTC,1004.6,0,72,24.3,5.7
2018,7,21,17:00,UTC,1004.5,0,80,23.1,4.9
2018,7,21,18:00,UTC,1004.6,0,82,22.5,3.7
2018,7,21,19:00,UTC,1004.7,0,86,21.9,3.8
2018,7,21,20:00,UTC,1005.1,0,88,21.4,3.8
2018,7,21,21:00,UTC,1005.4,0,88,20.9,4.1
2018,7,21,22:00,UTC,1005.9,0,88,20.4,4.3
2018,7,21,23:00,UTC,1006,0,92,19.4,3.9
2018,7,22,00:00,UTC,1006.3,0,94,18.8,3.9
2018,7,22,01:00,UTC,1006.6,0,93,18.6,4.3
2018,7,22,02:00,UTC,1007.1,0,91,18.8,4.5
2018,7,22,03:00,UTC,1007.5,0,91,18.7,2.5
2018,7,22,04:00,UTC,1007.6,0,87,19.5,3.4
2018,7,22,05:00,UTC,1007.9,0,81,20.5,3.6
2018,7,22,06:00,UTC,1008.1,0,71,22.3,3
2018,7,22,07:00,UTC,1008.4,0,76,22.3,3.4
2018,7,22,08:00,UTC,1008.7,0,78,23.2,4
2018,7,22,09:00,UTC,1008.7,0,72,23.3,5.7
2018,7,22,10:00,UTC,1008.8,0,75,23.9,5.2
2018,7,22,11:00,UTC,1008.8,0,68,25.2,4.7
2018,7,22,12:00,UTC,1008.7,0,61,26,3.7
2018,7,22,13:00,UTC,1008.5,0,58,26.5,4.2
2018,7,22,14:00,UTC,1008.4,0,60,27,5.3
2018,7,22,15:00,UTC,1008.8,0,54,26.9,4.5
2018,7,22,16:00,UTC,1009.1,0,70,25.2,3.6
2018,7,22,17:00,UTC,1009.2,0,78,23.3,2.6
2018,7,22,18:00,UTC,1009.2,0,70,22.8,3.6
2018,7,22,19:00,UTC,1009.4,0,66,21.5,4.1
2018,7,22,20:00,UTC,1009.9,0,77,20.2,4
2018,7,22,21:00,UTC,1010.5,0,86,19.2,2.3
2018,7,22,22:00,UTC,1010.9,0,89,18.3,3.2
2018,7,22,23:00,UTC,1011.2,0,90,18,3
2018,7,23,00:00,UTC,1011.2,0,90,18,4.2
2018,7,23,01:00,UTC,1011.3,0,92,17.3,3.4
2018,7,23,02:00,UTC,1011.5,0,95,16.6,1.9
2018,7,23,03:00,UTC,1011.7,0,92,17.6,2.3
2018,7,23,04:00,UTC,1011.8,0,84,20.2,1.2
2018,7,23,05:00,UTC,1011.9,0,82,21,2.4
2018,7,23,06:00,UTC,1012.1,0,76,22,2.5
2018,7,23,07:00,UTC,1012.3,0,64,23.6,1.1
2018,7,23,08:00,UTC,1012.1,0,71,23.3,1.7
2018,7,23,09:00,UTC,1012.3,0,67,24.7,3.2
2018,7,23,10:00,UTC,1012.4,0,63,25.2,3.8
2018,7,23,11:00,UTC,1012.4,0,62,25.6,4.2
2018,7,23,12:00,UTC,1012.4,0,59,25.2,4.7
2018,7,23,13:00,UTC,1012.3,0,53,26,4.4
2018,7,23,14:00,UTC,1012.3,0,51,26.4,2.7
2018,7,23,15:00,UTC,1012.3,0,51,26.1,3.3
2018,7,23,16:00,UTC,1012.3,0,52,25.8,4
2018,7,23,17:00,UTC,1012.4,0,60,24.5,2.2
2018,7,23,18:00,UTC,1012.6,0,60,23.6,2.9
2018,7,23,19:00,UTC,1012.9,0,65,22.6,2.8
2018,7,23,20:00,UTC,1013.2,0,71,21.4,1.6
2018,7,23,21:00,UTC,1013.4,0,84,21.2,1.5
2018,7,23,22:00,UTC,1013.6,0,89,19.9,1.6
2018,7,23,23:00,UTC,1013.6,0,92,19.6,1.9
2018,7,24,00:00,UTC,1013.6,0,96,18.6,0.5
2018,7,24,01:00,UTC,1013.6,0,97,17.9,1.6
2018,7,24,02:00,UTC,1013.5,0,97,17.4,1
2018,7,24,03:00,UTC,1013.7,0,95,17.6,1.6
2018,7,24,04:00,UTC,1014,0,78,21.4,1.4
2018,7,24,05:00,UTC,1014.3,0,79,23.1,1.9
2018,7,24,06:00,UTC,1014.2,0,63,24.6,1.8
2018,7,24,07:00,UTC,1014.5,0,58,25.8,2.5
2018,7,24,08:00,UTC,1014.6,0,55,26.2,2.8
2018,7,24,09:00,UTC,1014.7,0,55,26.8,4.8
2018,7,24,10:00,UTC,1014.7,0,68,26.2,2.5
2018,7,24,11:00,UTC,1014.7,0,59,26.8,3.9
2018,7,24,12:00,UTC,1014.8,0,60,26.4,4.1
2018,7,24,13:00,UTC,1015,0,64,26.5,4.9
2018,7,24,14:00,UTC,1014.9,0,62,26.2,3.9
2018,7,24,15:00,UTC,1014.7,0,61,25.9,3.3
2018,7,24,16:00,UTC,1015,0,66,24.8,3.9
2018,7,24,17:00,UTC,1015,0,67,24.9,2.3
2018,7,24,18:00,UTC,1015.2,0,72,24.1,2.6
2018,7,24,19:00,UTC,1015.6,0,77,23.3,2.2
2018,7,24,20:00,UTC,1015.9,0,82,22.9,1.5
2018,7,24,21:00,UTC,1016.1,0,85,22.4,1.9
2018,7,24,22:00,UTC,1016.2,0,87,21.6,2.5
2018,7,24,23:00,UTC,1016.2,0,89,20.6,2.6
2018,7,25,00:00,UTC,1016.1,0,95,19.3,2.5
2018,7,25,01:00,UTC,1016.2,0,94,18.9,2.2
2018,7,25,02:00,UTC,1016.3,0,95,18.7,2.3
2018,7,25,03:00,UTC,1016.6,0,89,20.3,2
